method_of_phasing	ground_truth_data_source	genome_grch38	chrom	interval	start_grch38	end_grch38	n_switch_errors_grch38	n_checked_grch38	n_gt_errors_grch38	n_gt_checked_grch38	MAC_grch38	AN_grch38	multiallelic_grch38	MAF_grch38	decipher	switch_error_rate_grch38	genotype_error_rate_grch38	genome_chm13	start_chm13	end_chm13	n_switch_errors_chm13	n_checked_chm13	n_gt_errors_chm13	n_gt_checked_chm13	MAC_chm13	AN_chm13	multiallelic_chm13	MAF_chm13	switch_error_rate_chm13	genotype_error_rate_chm13	abs_diff_SER	rel_drop_SER	abs_diff_GER	rel_drop_GER
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr4	4p16.1	6000000	11300000	2739	306373	16483	1973539	26005859	245617944	8317	535983.9	False	0.8940082840198059	0.8352001151231367	CHM13v2.0	5971735	11276065	1992	234445	9058	1476327	19944846	183725832	6227	411065.3	0.8496662330184053	0.6135497081608614	0.04434205100140065	4.959915002355652	0.22165040696227534	26.538598708118776
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr4	4p15.33	11300000	15000000	1547	174728	7875	1142219	14826493	142153896	4592	305574.94	False	0.885376127466691	0.6894474702311904	CHM13v2.0	11276065	14981780	1261	149731	5758	972452	12605990	121013732	3813	259810.84	0.8421769707007901	0.5921114872507847	0.043199156765900915	4.879186983446893	0.09733598298040569	14.117969415097908
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr12	12q24.12	111300000	111900000	357	17510	2535	123430	1455546	15356580	843	29999.139	False	2.0388349514563107	2.053795673661184	CHM13v2.0	111279651	111876909	229	11808	1751	83769	982500	10422096	644	20249.377	1.9393631436314365	2.0902720576824363	0.09947180782487419	4.878855336172405	-0.036476384021252084	-1.7760473687349787
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr1	1p13.2	111200000	115500000	1721	158912	10325	1100251	13867867	136889476	5036	285820.84	False	1.0829893274265001	0.9384222327450736	CHM13v2.0	111214805	115511187	1348	130808	6783	897393	11296816	111649372	4013	232829.0	1.0305180111308176	0.7558561299230103	0.05247131629568247	4.845044634038054	0.18256610282206331	19.454579873712152
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr1	1p21.3	94300000	99300000	1711	177660	9127	1187049	15441535	147690028	4945	318254.3	False	0.9630755375436226	0.7688814867794	CHM13v2.0	94148241	99148340	1403	153071	6474	1030553	13229727	128218952	4251	272667.62	0.9165681285155256	0.628206409568455	0.046507409028097024	4.829051015740338	0.14067507721094508	18.296067681404093
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr6	6q23.2	130900000	134700000	1366	158594	9096	1104839	13586666	137466864	5046	280023.12	False	0.8613188393003518	0.8232873749025876	CHM13v2.0	132095087	135888233	1203	146729	6397	1014257	12541959	126195668	4198	258491.16	0.8198788242269762	0.6307079960996079	0.04144001507337558	4.811228221483843	0.1925793788029797	23.391513665051157
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr11	11q14.1	77400000	85900000	2859	344407	21126	2260980	29048412	281314108	9648	598700.5	False	0.8301225004137547	0.9343735902130935	CHM13v2.0	77332929	85836684	2376	300483	15533	1960728	25291294	243953708	8113	521262.2	0.7907269296432743	0.7922057521492017	0.03939557077048039	4.745753879800219	0.14216783806389177	15.215309973762093
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr5	5q12.1	59600000	63600000	1252	137160	8489	930420	11946049	115763868	3894	246210.52	False	0.9128025663458734	0.9123836546935793	CHM13v2.0	60418219	64420173	971	111644	5437	763485	9679359	94992456	3143	199493.8	0.8697287807674394	0.712129249428607	0.043073785578434	4.718850183656553	0.2002544052649723	21.948486717709446
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr5	5q35.1	169000000	173300000	1846	187702	11824	1212950	15773357	150911756	5674	325091.3	False	0.9834738042215854	0.9748134712890062	CHM13v2.0	169535680	173840079	1451	154821	6762	1003345	12943086	124832256	4399	266757.94	0.9372113602159914	0.6739456517947465	0.04626244400559398	4.7039833503456085	0.30086781949425967	30.864142562209253
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr10	10q21.2	59400000	62800000	1056	131866	5995	900443	11519236	112032680	3793	237411.31	False	0.800812946475968	0.6657833977275629	CHM13v2.0	60254318	63658144	953	124871	4333	847178	10868504	105404848	3344	223999.64	0.7631876096131207	0.511462762253033	0.0376253368628473	4.698392680640362	0.1543206354745299	23.178804998931135
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr5	5p13.3	28900000	33800000	2020	255907	13016	1558383	22182276	193890772	7084	457186.38	False	0.7893492557843279	0.8352247169020709	CHM13v2.0	29005224	33919872	1605	213121	8719	1296455	18299004	161299888	5706	377149.75	0.7530933131882827	0.6725262350023719	0.036255942596045254	4.59314331778522	0.16269848189969904	19.479605740496208
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr5	5q31.3	140100000	145100000	1926	182325	12065	1243597	15641719	154725428	5843	322378.78	False	1.056355409296586	0.970169596742353	CHM13v2.0	140625098	145634538	1508	149613	7879	1018038	12805604	126661460	4664	263924.66	1.0079338025438966	0.7739396761221093	0.04842160675268925	4.583836682857767	0.1962299206202437	20.226352307797203
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr4	4q26	113200000	119900000	2337	307983	14344	1933141	26095573	240552456	7691	537839.56	False	0.7588081160323784	0.7420048511722631	CHM13v2.0	116508718	123205172	1816	250546	10169	1606188	21352550	199868436	6431	440081.88	0.7248169996727147	0.6331139318684986	0.033991116359663676	4.479540432091699	0.10889091930376449	14.67523010553532
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr1	1q23.3	160500000	165500000	2066	208521	15824	1335880	18073509	166258632	5856	372500.1	False	0.9907874986212419	1.1845375333113755	CHM13v2.0	159637083	164846435	1628	171898	9851	1094324	14764314	136190788	4686	304296.0	0.9470732643777124	0.9001904372014138	0.04371423424352949	4.412069621827208	0.2843470961099617	24.00490386447014
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr1	1p36.32	2300000	5300000	1546	147443	11746	983143	13485048	122372292	3868	277928.97	True	1.0485407920348881	1.19473972758795	CHM13v2.0	1735965	4816989	1283	127977	8709	860930	11663781	107156420	3083	240391.78	1.002523891011666	1.0115805001568072	0.04601690102322209	4.388661020418461	0.18315922743114288	15.33047099730428
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr16	16p13.13	10400000	12500000	1201	119332	7428	783663	10708428	97515496	4020	220701.42	False	1.0064358260986157	0.9478564127692644	CHM13v2.0	10435669	12537038	1078	112025	6011	727790	10039807	90562580	3511	206920.78	0.9622852041954921	0.8259250608005057	0.04415062190312358	4.386829319686547	0.1219313519687587	12.863905368590922
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr15	15q13.2	30000000	30900000	183	12770	1305	100455	1178355	12498752	479	24286.002	True	1.433046202036022	1.2990891443930117	CHM13v2.0	27791711	28693986	105	7653	340	57172	688149	7113032	290	14182.796	1.3720109760878088	0.5946967046806129	0.0610352259482132	4.259124783380774	0.7043924397123988	54.22202492820616
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr4	4q27	119900000	122800000	158	20298	1287	149171	1637192	18558900	638	33742.668	False	0.7784018129865011	0.8627682324312367	CHM13v2.0	123205172	126104099	735	98615	3881	663985	8238463	82610152	2529	169795.23	0.7453227196673934	0.5845011558996062	0.033079093319107744	4.249616684754742	0.2782670765316305	32.25281901577301
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chrX	Xq11.2	63800000	65400000	449	14870	2961	249717	1845331	31067356	1291	38032.344	False	3.0195023537323467	1.18574226023859	CHM13v2.0	60927025	63825591	536	18504	3656	350220	2144819	43570960	1743	44204.8	2.896670990056204	1.0439152532693734	0.12283136367614267	4.067934026423703	0.14182700696921668	11.961031644488983
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr3	3q27.1	183000000	184800000	905	84375	6437	526470	7328275	65516556	2887	151036.0	False	1.0725925925925925	1.2226717571751478	CHM13v2.0	185805095	187615802	810	78684	4445	482274	6791425	60014388	2362	139971.33	1.0294341924660668	0.9216752302632943	0.04315840012652572	4.023745868149842	0.3009965269118534	24.61793405674747
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr6	6p22.1	27100000	30500000	1179	191904	14060	1128161	15744602	140368360	5030	324494.94	False	0.6143696848424213	1.2462760191142932	CHM13v2.0	26968681	30364188	1001	169712	9250	1001200	13833758	124570248	4090	285112.3	0.5898227585556708	0.9238913304035158	0.02454692628675048	3.9954650908673117	0.3223846887107774	25.867840170742483
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr13	13q33.2	104200000	106400000	1080	110239	4610	724027	9293701	90082232	2949	191544.45	False	0.979689583541215	0.6367165865361375	CHM13v2.0	103418692	105620405	922	97931	3306	647708	8189269	80586868	2531	168782.23	0.941479204746199	0.5104151870904791	0.0382103787950161	3.900253655540531	0.12630139944565844	19.83636081050797
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr8	8p11.21	39900000	43200000	1780	133073	14018	921727	11345701	115137960	4652	233837.55	False	1.3376116868185133	1.5208407695554105	CHM13v2.0	40177151	44215832	1627	126556	11611	893375	10099877	111993864	4295	208159.1	1.2855968899143462	1.299678186651742	0.052014796904167104	3.888632060914732	0.22116258290366853	14.542126127268496
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr5	5q32	145100000	150400000	1971	221409	11748	1500563	18528715	186729220	6373	381879.9	False	0.8902077151335311	0.7829061492253242	CHM13v2.0	145634538	150936541	1595	186386	7434	1263466	15509935	157224208	5136	319662.44	0.8557509684203749	0.5883814839497066	0.03445674671315624	3.8706412141112145	0.19452466527561763	24.846485810348707
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr18	18q22.2	69100000	71000000	694	74987	4139	527641	6731278	65647560	2232	138732.64	False	0.9254937522503901	0.7844348714372084	CHM13v2.0	69316653	71221701	629	70695	3464	494464	6264215	61518508	2015	129106.26	0.8897376052054601	0.7005565622573129	0.03575614704493002	3.863467144752397	0.08387830917989547	10.692832793908968
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr3	3q11.2	94000000	98600000	1503	209689	7759	1350999	17634732	168087836	5273	363452.3	False	0.7167757965367759	0.5743157470878957	CHM13v2.0	96415026	101303688	1338	194136	6298	1267262	16201752	157670592	4777	333919.16	0.6892075658301398	0.4969769471506287	0.027568230706636165	3.846144197367818	0.077338799937267	13.466250982916328
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr21	21q21.3	25500000	30200000	1844	227679	14160	1429706	18845678	177879172	6243	388417.7	True	0.8099122009495825	0.9904134136668657	CHM13v2.0	23857586	28565933	1680	215716	11492	1355030	17746325	168587592	5657	365757.94	0.7788017578668249	0.8480993040744486	0.031110443082757566	3.8412118062034484	0.1423141095924172	14.369162172947492
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr5	5q13.3	74000000	77600000	1421	168307	7959	1039045	14076376	129276688	4521	290115.84	False	0.8442904929682069	0.7659918482837605	CHM13v2.0	74481328	78082577	1100	135439	5826	837663	11349242	104220960	3525	233909.47	0.8121737461144869	0.6955064268088719	0.03211674685372001	3.803992479035223	0.07048542147488868	9.201850076187423
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr11	11q24.1	121300000	124000000	1170	117749	8065	763164	10097454	94953640	3723	208109.4	False	0.9936390117962786	1.0567846491710826	CHM13v2.0	121325059	124028615	931	97302	5027	629935	8281823	78374356	2880	170689.12	0.9568148650593	0.7980188432139823	0.036824146736978536	3.70598842233546	0.2587658059571003	24.486143526031555
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr13	13q21.1	54700000	59000000	1308	161261	8953	1008355	13854042	125458164	4302	285534.78	False	0.8111074593361073	0.8878817479954976	CHM13v2.0	53916044	58219746	1119	143254	6267	892781	12164949	111076836	3638	250722.8	0.7811300208022115	0.7019638634782774	0.029977438533895784	3.695865225852113	0.18591788451722013	20.939487148705627
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr1	1p34.3	34300000	39600000	2295	178637	15045	1332582	15217949	165841360	7099	313645.47	False	1.2847282477874125	1.129011197809966	CHM13v2.0	34161711	39468378	1753	141388	9836	1054860	12000188	131280564	5495	247324.3	1.2398506238153169	0.9324460117930342	0.044877623972095604	3.493160833770481	0.19656518601693174	17.410384095235287
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr8	8q24.11	116700000	118300000	686	58273	4698	419277	4874910	52163852	1793	100472.56	False	1.1772175793249018	1.1205002897845577	CHM13v2.0	117826624	119428452	593	52163	3029	373179	4316440	46428788	1516	88962.46	1.136821118417269	0.8116748262897966	0.040396460907632825	3.431520359286422	0.30882546349476114	27.561390774306716
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr5	5q22.3	113800000	115900000	889	96560	4129	649131	7907335	80761540	2287	162971.22	False	0.9206710853355426	0.6360811608134568	CHM13v2.0	114312885	116412397	716	80511	2262	541030	6548687	67311796	1829	134968.44	0.8893194718734087	0.4180914182208011	0.031351613462134	3.4053001078781286	0.2179897425926557	34.27074342429479
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr5	5p15.31	6300000	9900000	1356	180585	8431	1111264	15654634	138286852	4279	322645.5	False	0.750892931306587	0.7586856048607712	CHM13v2.0	6228676	9839807	1139	156964	5804	965211	13572266	120111260	3537	279726.12	0.7256440967355572	0.601319297024174	0.025248834571029777	3.362507957971539	0.15736630783659722	20.741965687549325
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr17	17p13.3	0	3400000	2132	167604	15730	1104933	14813857	137762836	6518	305316.2	True	1.2720460132216413	1.423615730546558	CHM13v2.0	0	3288940	1594	129624	10209	846160	11450440	105516444	4983	235995.39	1.2297105474294883	1.2065094072043112	0.04233546579215308	3.328139497480309	0.21710632334224678	15.250345910331776
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr20	20q13.12	43500000	47800000	1860	179547	11984	1205775	14885501	150052952	6028	306792.94	False	1.0359404501328342	0.9938836018328462	CHM13v2.0	45233263	49539094	1484	148164	8445	993911	12215281	123682332	4953	251758.81	1.0015928295672363	0.8496736629336027	0.034347620565597925	3.3155979729523666	0.1442099388992435	14.509741244679187
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr8	8q21.13	74700000	83500000	3826	334624	22165	2382818	28808790	296471756	10196	593760.56	True	1.1433728602849766	0.9302011316013225	CHM13v2.0	75129430	83931590	3223	291474	18519	2077422	25058352	258470892	8720	516468.72	1.1057590042336538	0.8914414115186996	0.037613856051322836	3.2897279057286566	0.03875972008262285	4.166810678449595
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr4	4p13	41200000	44600000	1098	143831	7319	984727	11940056	122517852	4047	246083.7	False	0.7633959299455612	0.7432516829537527	CHM13v2.0	41173799	44566953	915	123928	5192	842898	10210824	104871128	3383	210444.22	0.738331934671745	0.6159701411084141	0.025063995273816198	3.2832235921933073	0.12728154184533857	17.124958444696638
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr5	5q22.1	110200000	112200000	697	78803	3546	589499	6159750	73342832	2219	126953.11	False	0.884484093245181	0.6015277379605394	CHM13v2.0	110710493	112710455	574	67071	2314	500740	5231643	62299680	1860	107824.305	0.8558095152897676	0.4621160682190358	0.028674577955413394	3.241955188838508	0.1394116697415036	23.1762661875202
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr6	6p22.2	25200000	27100000	572	74536	4812	485108	7129045	60363732	2277	146930.89	False	0.7674144037780402	0.9919440619408462	CHM13v2.0	25065737	26968681	482	64782	3219	415873	6102919	51741728	1811	125781.99	0.7440338365595381	0.7740343806883351	0.023380567218502013	3.0466677590878732	0.2179096812525111	21.96794049315112
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr1	1q21.3	150600000	155100000	1689	156620	12926	1103831	14063029	137340712	5720	289841.84	False	1.078406333801558	1.1710125916014318	CHM13v2.0	149724009	154239365	1259	120317	8498	842239	10674127	104793496	4493	219993.66	1.046402420273112	1.0089772617986106	0.032003913528446004	2.967704521506931	0.1620353298028212	13.837197905893383
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr4	4q21.23	83200000	86000000	961	117931	5698	757941	10564551	94308324	3105	217738.22	False	0.8148832792056372	0.7517735549336954	CHM13v2.0	86530115	89329480	785	99222	3671	632194	8812673	78660624	2506	181630.48	0.7911551873576425	0.5806761848419947	0.023728091847994737	2.9118393337417947	0.17109737009170067	22.75916317737341
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr16	16q12.1	47000000	52600000	2194	181224	11365	1312099	14264213	163250392	5972	293988.25	False	1.2106564251975456	0.8661693972787115	CHM13v2.0	52219471	58397876	2101	178715	9996	1306148	13824836	162508036	5903	284932.28	1.1756148056962201	0.7653037787448284	0.03504161950132545	2.8944313821824053	0.1008656185338831	11.645022192053622
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr12	12q21.32	86300000	88600000	652	58329	4246	521197	5136101	64846980	2145	105855.586	False	1.1177973220867836	0.8146631695884665	CHM13v2.0	86280942	88581935	535	49253	2608	437742	4247073	54463700	1834	87532.46	1.0862282500558342	0.5957847316455812	0.031569072030949386	2.8242214762166373	0.2188784379428853	26.867354032152146
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr5	5p13.1	38400000	42500000	1577	172182	9031	1209481	13818228	150489632	4771	284795.34	False	0.9158913242963841	0.746683908221791	CHM13v2.0	38649069	42755507	1291	145040	6476	1016636	11557145	126491640	3961	238190.47	0.8900992829564257	0.6370028210687011	0.025792041339958383	2.816059138869187	0.10968108715308988	14.689092123907244
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr3	3q21.2	124100000	126100000	741	100155	5802	631811	8881634	78612104	2932	183050.31	False	0.739853227497379	0.9183125966467821	CHM13v2.0	126826138	128832394	571	79389	3632	501290	7046664	62372460	2182	145232.19	0.7192432200934639	0.7245307107662232	0.020610007403915165	2.785688652549423	0.1937818858805589	21.10195227509165
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr12	12p13.2	10000000	12600000	1106	131913	14369	780433	12617484	97127336	3510	260047.95	False	0.8384313903860877	1.8411574087717972	CHM13v2.0	9886155	12469144	776	95196	5011	582982	8702736	72532548	2722	179364.88	0.8151603008529771	0.8595462638640644	0.023271089533110634	2.7755508441059895	0.9816111449077328	53.31489530612963
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr13	13q14.3	50300000	54700000	1440	144741	10149	1041206	12369478	129543548	4459	254936.17	False	0.9948805107053288	0.9747350668359576	CHM13v2.0	49520618	53916044	1191	123081	6177	856217	10429647	106525660	3655	214955.58	0.9676554464133377	0.7214292638431613	0.02722506429199112	2.7365159935326955	0.25330580299279626	25.987143749228238
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr10	10p12.33	17300000	18300000	492	56165	2753	357774	4719442	44512248	1621	97268.05	False	0.8759903854713791	0.7694801746353843	CHM13v2.0	17318428	18319354	448	52547	1980	330867	4402718	41164368	1394	90740.21	0.8525700801187508	0.5984277670483911	0.02342030535262829	2.673580183191804	0.17105240758699325	22.229605547413346
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr1	1p22.2	87900000	91500000	1177	122583	6630	868155	10684869	108015224	3670	220215.94	False	0.9601657652366152	0.7636885118440832	CHM13v2.0	87743231	91344645	948	101440	4687	718834	8741008	89436916	3011	180153.1	0.9345425867507886	0.6520281455802035	0.025623178485826625	2.6686202959457006	0.11166036626387965	14.621192348992217
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr3	3p12.3	74100000	79800000	2090	242972	12935	1578364	20616709	196384700	6951	424920.3	False	0.8601814200813263	0.8195194517867868	CHM13v2.0	74141615	79855975	1739	207695	8894	1372095	17510492	170717620	5751	360895.9	0.8372854425961146	0.6482058458051374	0.02289597748521166	2.6617614552807867	0.17131360598164935	20.90415372181059
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr8	8q24.21	126300000	130400000	1855	182824	11830	1243476	15445322	154710872	5194	318332.2	False	1.014637027961318	0.9513653661188474	CHM13v2.0	127427152	131526643	1540	155818	9863	1057124	13168418	131523164	4315	271403.12	0.9883325418116007	0.9330031292450083	0.026304486149717254	2.5925020893994066	0.01836223687383909	1.9300930565455565
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr1	1p31.2	68500000	69300000	275	25790	1092	166089	1935899	20664668	679	39898.965	False	1.0663047692904226	0.6574788215956505	CHM13v2.0	68377386	69177517	228	21946	698	139105	1664316	17307084	566	34301.617	1.0389136972569033	0.5017792315157614	0.027391072033519315	2.5687845372525886	0.1556995900798891	23.6813088065739
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr8	8p21.1	27500000	29000000	709	67025	4598	427284	5638875	53163364	2048	116217.9	False	1.0578142484147706	1.0760992688703532	CHM13v2.0	27777347	29278158	593	57440	3404	363304	4834559	45201232	1682	99640.66	1.0323816155988859	0.9369563781296105	0.025432632815884704	2.4042626438429804	0.1391428907407427	12.930302507017721
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr16	16q22.3	72800000	74100000	619	52683	3653	378310	4517673	47069252	1954	93109.8	False	1.1749520718258262	0.9656102138457878	CHM13v2.0	78617811	79917729	583	50787	3077	364243	4324624	45317680	1750	89130.84	1.1479315572882824	0.8447657195882968	0.027020514537543727	2.299712063621029	0.120844494257491	12.514831815645067
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr8	8q13.1	65100000	67100000	853	58388	5886	467565	4792905	58175480	2430	98782.17	False	1.4609166267041171	1.2588624041577108	CHM13v2.0	65525777	67526469	686	48028	4631	382554	3915145	47598120	1944	80691.55	1.428333472141251	1.210548053346717	0.03258315456286609	2.230322659574002	0.04831435081099378	3.837937383102663
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr5	5q33.1	150400000	153300000	998	131007	5670	867018	11693622	107879368	3595	241007.94	False	0.761791354660438	0.6539656616125618	CHM13v2.0	150936541	153833148	809	108574	4000	717453	9692962	89267096	2887	199773.95	0.7451139315121484	0.5575278101840817	0.016677423148289572	2.189237649687348	0.09643785142848005	14.746623116370007
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr3	3q13.31	113700000	117600000	1381	143591	7794	974509	11463799	121270888	4267	236270.53	False	0.9617594417477419	0.7997873801062894	CHM13v2.0	116421198	120319753	1265	134457	5907	908219	10651621	113017636	3699	219531.78	0.9408212290918286	0.6503937926865657	0.020938212655913224	2.1770737823861186	0.14939358741972364	18.679162879498012
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr11	11p15.4	2800000	11700000	3823	482530	24545	2943541	42717582	366641380	12073	880434.4	False	0.7922823451391623	0.8338596268915569	CHM13v2.0	2889344	11789203	2957	381503	15199	2322324	33531433	289033640	9438	691100.9	0.7750922011098209	0.6544737082336487	0.01719014402934138	2.169699241035339	0.1793859186579082	21.512723829383486
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr12	12q24.22	116400000	117700000	580	59307	4602	410935	4973344	51130376	2105	102501.125	False	0.9779621292596152	1.1198851399856424	CHM13v2.0	116381153	117687226	474	49525	2900	341799	4113825	42527780	1719	84786.38	0.9570923775870772	0.8484518679106725	0.020869751672538017	2.134004073177953	0.2714332720749699	24.23759923079699
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chrX	Xq22.1	99100000	103300000	784	56780	7513	703053	7801939	87467004	3616	160798.06	False	1.3807678760126805	1.0686249827537897	CHM13v2.0	97541699	101746979	686	50765	5952	615186	6965078	76535448	3066	143550.66	1.3513247316064216	0.9675122645833943	0.029443144406258837	2.1323746675859345	0.10111271817039535	9.461945940083982
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr12	12q21.1	71100000	75300000	1345	156980	9167	1068764	13281739	132973912	4481	273739.34	False	0.8567970442094534	0.8577197585248006	CHM13v2.0	71079501	75274601	1156	137855	6568	932030	11589700	115962800	3822	238865.88	0.8385622574444163	0.704698346619744	0.018234786765037092	2.128250428531986	0.1530214119050567	17.840490484705573
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr20	20p13	0	5100000	2903	254793	15938	1587977	22199162	197641368	7693	457533.84	False	1.1393562617497341	1.0036669296847498	CHM13v2.0	0	5139422	2328	208745	13601	1298492	18237404	161615268	6246	375877.62	1.1152362930848643	1.047445806366154	0.024119968664869873	2.1169821481323403	-0.04377887668140423	-4.361892913534082
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr12	12q13.12	48700000	51100000	1230	79655	8761	558321	6714105	69470936	3729	138378.06	False	1.5441591864917457	1.5691689905985982	CHM13v2.0	48662027	51062917	846	55907	5521	395294	4639356	49184724	2756	95617.26	1.5132273239487004	1.3966819632982033	0.030931862543045252	2.003152447858758	0.1724870273003949	10.992253118295148
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr1	1q23.1	156600000	159100000	913	122352	4936	751086	10629599	93449520	2805	219077.2	False	0.7462076631358703	0.6571817341822375	CHM13v2.0	155736378	158237044	727	99384	4026	614321	8655166	76433556	2393	178384.28	0.731506077437012	0.6553577038714288	0.014701585698858266	1.9701735086820493	0.0018240303108086886	0.2775534096483123
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr5	5q14.1	77600000	82100000	1647	188695	12335	1205532	16110342	149999580	5925	332034.84	False	0.8728371181006386	1.023199715976017	CHM13v2.0	78082577	82584664	1276	148858	7625	949979	12652291	118199572	4566	260765.14	0.8571927608862138	0.8026493217218486	0.01564435721442481	1.7923570033854808	0.22055039425416856	21.55497023802322
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr13	13q31.2	87100000	89400000	735	84467	5873	568703	7601603	70756716	2643	156669.44	False	0.8701623119087928	1.0327007242796327	CHM13v2.0	86303655	88604095	648	75648	3878	504280	6786011	62741212	2211	139860.55	0.8565989847715736	0.7690172126596335	0.013563327137219194	1.5587123174142792	0.26368351161999914	25.533390789856703
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr11	11q13.5	75500000	77400000	791	73537	5886	488266	6351719	60756744	2193	130909.555	False	1.07564899302392	1.2054904498777306	CHM13v2.0	75429506	77332929	643	60691	4031	406351	5214540	50562692	1745	107471.9	1.0594651595788502	0.9919995275020856	0.016183833445069684	1.5045645512643313	0.21349092237564493	17.70988085366406
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr12	12q21.33	88600000	92200000	1151	113809	7709	794891	9102399	98908020	3578	187601.81	False	1.0113435668532365	0.9698185034174497	CHM13v2.0	88581935	92177463	1030	103369	5232	713446	8180156	88767340	3110	168593.72	0.9964302643926128	0.7333421169927367	0.014913302460623612	1.4746029884805445	0.23647638642471303	24.383571316840914
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr6	6q23.1	130000000	130900000	274	40941	1635	267521	3828620	33284720	1024	78908.16	False	0.6692557582863145	0.6111669738076637	CHM13v2.0	131194763	132095087	254	38479	1188	249550	3572390	31047948	883	73627.12	0.6601003144572364	0.4760569024243638	0.00915544382907807	1.3680037438185577	0.1351100713832999	22.106899942832893
